,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area
14810,Maize,1997,26141,2702.0,1597.0,27.26,Kenya
14811,Maize,1997,26141,2702.0,1597.0,27.62,Kenya
14812,Maize,1997,26141,2702.0,1597.0,26.83,Kenya
14813,Maize,1997,26141,2702.0,1597.0,27.46,Kenya
14844,Maize,1998,26526,2702.0,1597.0,25.81,Kenya
14845,Maize,1998,26526,2702.0,1597.0,27.58,Kenya
14846,Maize,1998,26526,2702.0,1597.0,27.72,Kenya
14847,Maize,1998,26526,2702.0,1597.0,27.77,Kenya
14848,Maize,1998,26526,2702.0,1597.0,27.28,Kenya
14849,Maize,1998,26526,2702.0,1597.0,27.9,Kenya
14880,Maize,1999,26629,2702.0,1597.0,25.26,Kenya
14881,Maize,1999,26629,2702.0,1597.0,27.01,Kenya
14882,Maize,1999,26629,2702.0,1597.0,26.82,Kenya
14883,Maize,1999,26629,2702.0,1597.0,27.17,Kenya
14884,Maize,1999,26629,2702.0,1597.0,26.62,Kenya
14885,Maize,1999,26629,2702.0,1597.0,27.32,Kenya
14916,Maize,2000,27649,2702.0,1597.0,25.46,Kenya
14917,Maize,2000,27649,2702.0,1597.0,27.2,Kenya
14918,Maize,2000,27649,2702.0,1597.0,27.1,Kenya
14919,Maize,2000,27649,2702.0,1597.0,27.23,Kenya
14920,Maize,2000,27649,2702.0,1597.0,26.77,Kenya
14921,Maize,2000,27649,2702.0,1597.0,27.44,Kenya
14952,Maize,2001,28446,2702.0,1597.0,25.43,Kenya
14953,Maize,2001,28446,2702.0,1597.0,27.13,Kenya
14954,Maize,2001,28446,2702.0,1597.0,27.26,Kenya
14955,Maize,2001,28446,2702.0,1597.0,27.32,Kenya
14956,Maize,2001,28446,2702.0,1597.0,26.81,Kenya
14957,Maize,2001,28446,2702.0,1597.0,27.52,Kenya
14988,Maize,2002,30655,2702.0,1597.0,25.64,Kenya
14989,Maize,2002,30655,2702.0,1597.0,27.4,Kenya
14990,Maize,2002,30655,2702.0,1597.0,27.5,Kenya
14991,Maize,2002,30655,2702.0,1597.0,27.49,Kenya
14992,Maize,2002,30655,2702.0,1597.0,27.01,Kenya
14993,Maize,2002,30655,2702.0,1597.0,27.71,Kenya
15024,Maize,2004,33439,2702.0,1597.0,25.67,Kenya
15025,Maize,2004,33439,2702.0,1597.0,27.42,Kenya
15026,Maize,2004,33439,2702.0,1597.0,27.32,Kenya
15027,Maize,2004,33439,2702.0,1597.0,27.57,Kenya
15028,Maize,2004,33439,2702.0,1597.0,26.97,Kenya
15029,Maize,2004,33439,2702.0,1597.0,27.69,Kenya
15060,Maize,2005,34539,2702.0,1597.0,25.59,Kenya
15061,Maize,2005,34539,2702.0,1597.0,27.22,Kenya
15062,Maize,2005,34539,2702.0,1597.0,27.48,Kenya
15063,Maize,2005,34539,2702.0,1597.0,27.44,Kenya
15064,Maize,2005,34539,2702.0,1597.0,27.11,Kenya
15065,Maize,2005,34539,2702.0,1597.0,27.77,Kenya
15096,Maize,2006,34699,2702.0,1597.0,25.66,Kenya
15097,Maize,2006,34699,2702.0,1597.0,27.39,Kenya
15098,Maize,2006,34699,2702.0,1597.0,27.21,Kenya
15099,Maize,2006,34699,2702.0,1597.0,27.55,Kenya
15100,Maize,2006,34699,2702.0,1597.0,26.98,Kenya
15101,Maize,2006,34699,2702.0,1597.0,27.55,Kenya
15132,Maize,2007,36601,2702.0,1597.0,25.5,Kenya
15133,Maize,2007,36601,2702.0,1597.0,27.21,Kenya
15134,Maize,2007,36601,2702.0,1597.0,27.14,Kenya
15135,Maize,2007,36601,2702.0,1597.0,27.29,Kenya
15136,Maize,2007,36601,2702.0,1597.0,26.88,Kenya
15137,Maize,2007,36601,2702.0,1597.0,27.49,Kenya
15168,Maize,2008,40776,2702.0,1597.0,25.32,Kenya
15169,Maize,2008,40776,2702.0,1597.0,26.97,Kenya
15170,Maize,2008,40776,2702.0,1597.0,27.03,Kenya
15171,Maize,2008,40776,2702.0,1597.0,27.18,Kenya
15172,Maize,2008,40776,2702.0,1597.0,26.65,Kenya
15173,Maize,2008,40776,2702.0,1597.0,27.34,Kenya
15204,Maize,2009,42372,2702.0,1597.0,25.54,Kenya
15205,Maize,2009,42372,2702.0,1597.0,27.31,Kenya
15206,Maize,2009,42372,2702.0,1597.0,27.3,Kenya
15207,Maize,2009,42372,2702.0,1597.0,27.63,Kenya
15208,Maize,2009,42372,2702.0,1597.0,26.98,Kenya
15209,Maize,2009,42372,2702.0,1597.0,27.69,Kenya
15240,Maize,2010,44359,2702.0,1597.0,25.57,Kenya
15241,Maize,2010,44359,2702.0,1597.0,27.25,Kenya
15242,Maize,2010,44359,2702.0,1597.0,27.69,Kenya
15243,Maize,2010,44359,2702.0,1597.0,27.46,Kenya
15244,Maize,2010,44359,2702.0,1597.0,26.94,Kenya
15245,Maize,2010,44359,2702.0,1597.0,27.55,Kenya
15276,Maize,2011,45652,2702.0,1597.0,25.38,Kenya
15277,Maize,2011,45652,2702.0,1597.0,27.24,Kenya
15278,Maize,2011,45652,2702.0,1597.0,27.19,Kenya
15279,Maize,2011,45652,2702.0,1597.0,27.39,Kenya
15280,Maize,2011,45652,2702.0,1597.0,26.63,Kenya
15281,Maize,2011,45652,2702.0,1597.0,27.19,Kenya
15312,Maize,2012,48987,2702.0,1597.0,25.59,Kenya
15313,Maize,2012,48987,2702.0,1597.0,27.36,Kenya
15314,Maize,2012,48987,2702.0,1597.0,27.37,Kenya
15315,Maize,2012,48987,2702.0,1597.0,27.49,Kenya
15316,Maize,2012,48987,2702.0,1597.0,26.87,Kenya
15317,Maize,2012,48987,2702.0,1597.0,27.48,Kenya
15348,Maize,2013,48441,2702.0,1597.0,25.48,Kenya
15349,Maize,2013,48441,2702.0,1597.0,27.37,Kenya
15350,Maize,2013,48441,2702.0,1597.0,27.88,Kenya
15351,Maize,2013,48441,2702.0,1597.0,27.34,Kenya
15352,Maize,2013,48441,2702.0,1597.0,26.72,Kenya
15353,Maize,2013,48441,2702.0,1597.0,27.3,Kenya
15378,Maize,1990,24814,216.0,692.0,23.41,Kenya
15379,Maize,1990,24814,216.0,692.0,19.76,Kenya
15390,Maize,1991,21857,216.0,692.0,23.21,Kenya
15391,Maize,1991,21857,216.0,692.0,19.68,Kenya
15402,Maize,1992,20046,216.0,692.0,21.52,Kenya
15403,Maize,1992,20046,216.0,692.0,17.76,Kenya
15414,Maize,1993,19310,216.0,692.0,22.86,Kenya
15415,Maize,1993,19310,216.0,692.0,18.75,Kenya
15426,Maize,1994,21333,216.0,692.0,23.47,Kenya
15427,Maize,1994,21333,216.0,692.0,20.02,Kenya
15438,Maize,1995,14286,216.0,816.0,23.32,Kenya
15439,Maize,1995,14286,216.0,816.0,19.86,Kenya
15450,Maize,1996,20833,216.0,616.0,23.96,Kenya
15451,Maize,1996,20833,216.0,616.0,20.13,Kenya
15462,Maize,1997,19836,216.0,848.0,22.74,Kenya
15463,Maize,1997,19836,216.0,848.0,19.23,Kenya
15474,Maize,1998,21803,216.0,755.0,24.33,Kenya
15475,Maize,1998,21803,216.0,755.0,20.65,Kenya
15486,Maize,1999,19167,216.0,508.0,24.42,Kenya
15487,Maize,1999,19167,216.0,508.0,20.85,Kenya
15498,Maize,2000,7560,216.0,548.0,23.9,Kenya
15499,Maize,2000,7560,216.0,548.0,20.28,Kenya
15510,Maize,2001,23613,216.0,837.47,24.45,Kenya
15511,Maize,2001,23613,216.0,837.47,20.8,Kenya
15522,Maize,2002,24433,216.0,878.68,23.76,Kenya
15523,Maize,2002,24433,216.0,878.68,20.1,Kenya
15534,Maize,2004,22486,216.0,828.62,23.72,Kenya
15535,Maize,2004,22486,216.0,828.62,20.0,Kenya
15546,Maize,2005,23079,216.0,873.01,23.58,Kenya
15547,Maize,2005,23079,216.0,873.01,19.96,Kenya
15558,Maize,2006,24255,216.0,824.14,23.82,Kenya
15559,Maize,2006,24255,216.0,824.14,20.12,Kenya
15570,Maize,2007,24774,216.0,1062.61,23.92,Kenya
15571,Maize,2007,24774,216.0,1062.61,20.12,Kenya
15582,Maize,2008,23492,216.0,1245.94,24.09,Kenya
15583,Maize,2008,23492,216.0,1245.94,20.46,Kenya
15594,Maize,2009,20878,216.0,1429.27,23.87,Kenya
15595,Maize,2009,20878,216.0,1429.27,20.26,Kenya
15606,Maize,2010,23586,216.0,1612.61,25.49,Kenya
15607,Maize,2010,23586,216.0,1612.61,21.97,Kenya
15618,Maize,2011,26077,216.0,1795.94,23.44,Kenya
15619,Maize,2011,26077,216.0,1795.94,19.78,Kenya
15630,Maize,2012,33444,216.0,1979.27,24.34,Kenya
15631,Maize,2012,33444,216.0,1979.27,20.7,Kenya
15642,Maize,2013,42214,216.0,2162.6,25.14,Kenya
15643,Maize,2013,42214,216.0,2162.6,21.77,Kenya
15700,Maize,1990,76375,832.0,100596.4,7.97,Kenya
15701,Maize,1990,76375,832.0,100596.4,12.83,Kenya
15714,Maize,1991,72624,832.0,88916.6,7.28,Kenya
15715,Maize,1991,72624,832.0,88916.6,12.05,Kenya
15728,Maize,1992,86597,832.0,88227.6,7.76,Kenya
15729,Maize,1992,86597,832.0,88227.6,12.89,Kenya
15742,Maize,1993,86612,832.0,89282.2,7.43,Kenya
15743,Maize,1993,86612,832.0,89282.2,12.71,Kenya
15756,Maize,1994,82235,832.0,81217.6,8.39,Kenya
15757,Maize,1994,82235,832.0,81217.6,13.53,Kenya
15770,Maize,1995,89695,832.0,84153.0,7.43,Kenya
15771,Maize,1995,89695,832.0,84153.0,12.47,Kenya
15784,Maize,1996,93328,832.0,74617.2,7.06,Kenya
15785,Maize,1996,93328,832.0,74617.2,12.28,Kenya
15798,Maize,1997,96270,832.0,84799.0,8.18,Kenya
15799,Maize,1997,96270,832.0,84799.0,13.13,Kenya
15812,Maize,1998,93217,832.0,84117.0,7.77,Kenya
15813,Maize,1998,93217,832.0,84117.0,12.96,Kenya
15826,Maize,1999,97444,832.0,81583.0,7.64,Kenya
15827,Maize,1999,97444,832.0,81583.0,12.95,Kenya
15840,Maize,2000,95277,832.0,79447.0,8.13,Kenya
15841,Maize,2000,95277,832.0,79447.0,13.42,Kenya
15854,Maize,2001,95135,832.0,75978.0,7.83,Kenya
15855,Maize,2001,95135,832.0,75978.0,13.23,Kenya
15868,Maize,2002,94918,832.0,94211.0,8.15,Kenya
15869,Maize,2002,94918,832.0,94211.0,13.14,Kenya
15882,Maize,2004,94975,832.0,83810.0,7.74,Kenya
15883,Maize,2004,94975,832.0,83810.0,12.75,Kenya
15896,Maize,2005,93678,832.0,84647.0,7.33,Kenya
15897,Maize,2005,93678,832.0,84647.0,12.16,Kenya
15910,Maize,2006,87285,832.0,74349.0,8.15,Kenya
15911,Maize,2006,87285,832.0,74349.0,12.87,Kenya
15924,Maize,2007,93120,832.0,80454.0,8.4,Kenya
15925,Maize,2007,93120,832.0,80454.0,13.32,Kenya
15938,Maize,2008,95726,832.0,79643.0,7.91,Kenya
15939,Maize,2008,95726,832.0,79643.0,13.01,Kenya
15952,Maize,2009,86048,832.0,74172.0,8.11,Kenya
15953,Maize,2009,86048,832.0,74172.0,13.28,Kenya
15966,Maize,2010,91672,832.0,71613.0,7.05,Kenya
15967,Maize,2010,91672,832.0,71613.0,12.63,Kenya
15980,Maize,2011,98033,832.0,70690.0,8.68,Kenya
15981,Maize,2011,98033,832.0,70690.0,13.46,Kenya
15994,Maize,2012,80325,832.0,61889.0,8.05,Kenya
15995,Maize,2012,80325,832.0,61889.0,13.45,Kenya
16008,Maize,2013,86989,832.0,55633.0,8.04,Kenya
16009,Maize,2013,86989,832.0,55633.0,13.6,Kenya
16023,Maize,1990,10588,2051.0,1415.65,27.28,Kenya
16030,Maize,1991,11667,2051.0,1415.65,27.24,Kenya
16037,Maize,1992,14225,2051.0,1415.65,27.25,Kenya
16044,Maize,1993,15115,2051.0,1415.65,27.02,Kenya
16051,Maize,1994,13594,2051.0,1415.65,27.48,Kenya
16058,Maize,1995,13375,2051.0,1445.12,27.4,Kenya
16065,Maize,1996,13741,2051.0,1573.58,26.98,Kenya
16072,Maize,1997,11568,2051.0,909.71,27.8,Kenya
16079,Maize,1998,11436,2051.0,909.71,27.8,Kenya
16086,Maize,1999,12231,2051.0,909.71,27.12,Kenya
16093,Maize,2000,11487,2051.0,909.71,26.96,Kenya
16100,Maize,2001,12068,2051.0,909.71,27.27,Kenya
16107,Maize,2002,11818,2051.0,909.71,27.51,Kenya
16114,Maize,2004,11842,2051.0,909.71,27.47,Kenya
16121,Maize,2005,12547,2051.0,909.71,27.34,Kenya
16128,Maize,2006,12284,2051.0,909.71,27.58,Kenya
16135,Maize,2007,11950,2051.0,909.71,27.61,Kenya
16142,Maize,2008,12538,2051.0,909.71,27.17,Kenya
16149,Maize,2009,12615,2051.0,909.71,27.42,Kenya
16156,Maize,2010,11710,2051.0,909.71,27.09,Kenya
16163,Maize,2011,12747,2051.0,909.71,27.17,Kenya
16170,Maize,2012,11891,2051.0,909.71,27.51,Kenya
16177,Maize,2013,11883,2051.0,909.71,27.41,Kenya
16183,Maize,1990,25457,1668.0,79821.18,16.4,Kenya
16184,Maize,1990,25457,1668.0,79821.18,14.14,Kenya
16185,Maize,1990,25457,1668.0,79821.18,16.46,Kenya
16186,Maize,1990,25457,1668.0,79821.18,16.12,Kenya
16187,Maize,1990,25457,1668.0,79821.18,16.17,Kenya
16188,Maize,1990,25457,1668.0,79821.18,14.14,Kenya
16225,Maize,1991,24896,1668.0,79821.18,15.6,Kenya
16226,Maize,1991,24896,1668.0,79821.18,13.32,Kenya
16227,Maize,1991,24896,1668.0,79821.18,15.43,Kenya
16228,Maize,1991,24896,1668.0,79821.18,15.38,Kenya
16229,Maize,1991,24896,1668.0,79821.18,15.49,Kenya
16230,Maize,1991,24896,1668.0,79821.18,13.32,Kenya
16267,Maize,1992,25180,1668.0,79821.18,15.63,Kenya
16268,Maize,1992,25180,1668.0,79821.18,12.94,Kenya
16269,Maize,1992,25180,1668.0,79821.18,15.68,Kenya
16270,Maize,1992,25180,1668.0,79821.18,15.21,Kenya
16271,Maize,1992,25180,1668.0,79821.18,15.26,Kenya
16272,Maize,1992,25180,1668.0,79821.18,12.94,Kenya
16309,Maize,1993,25000,1668.0,79821.18,14.93,Kenya
16310,Maize,1993,25000,1668.0,79821.18,12.49,Kenya
16311,Maize,1993,25000,1668.0,79821.18,14.99,Kenya
16312,Maize,1993,25000,1668.0,79821.18,14.68,Kenya
16313,Maize,1993,25000,1668.0,79821.18,14.72,Kenya
16314,Maize,1993,25000,1668.0,79821.18,12.49,Kenya
16351,Maize,1994,24852,1668.0,79821.18,16.33,Kenya
16352,Maize,1994,24852,1668.0,79821.18,13.78,Kenya
16353,Maize,1994,24852,1668.0,79821.18,16.41,Kenya
16354,Maize,1994,24852,1668.0,79821.18,16.06,Kenya
16355,Maize,1994,24852,1668.0,79821.18,16.07,Kenya
16356,Maize,1994,24852,1668.0,79821.18,13.78,Kenya
16393,Maize,1995,25000,1668.0,79821.18,15.25,Kenya
16394,Maize,1995,25000,1668.0,79821.18,12.98,Kenya
16395,Maize,1995,25000,1668.0,79821.18,15.32,Kenya
16396,Maize,1995,25000,1668.0,79821.18,14.83,Kenya
16397,Maize,1995,25000,1668.0,79821.18,14.97,Kenya
16398,Maize,1995,25000,1668.0,79821.18,12.98,Kenya
16435,Maize,1996,24510,1668.0,79821.18,15.2,Kenya
16436,Maize,1996,24510,1668.0,79821.18,12.61,Kenya
16437,Maize,1996,24510,1668.0,79821.18,15.32,Kenya
16438,Maize,1996,24510,1668.0,79821.18,14.79,Kenya
16439,Maize,1996,24510,1668.0,79821.18,14.8,Kenya
16440,Maize,1996,24510,1668.0,79821.18,12.61,Kenya
16477,Maize,1997,24771,1668.0,79821.18,15.76,Kenya
16478,Maize,1997,24771,1668.0,79821.18,13.43,Kenya
16479,Maize,1997,24771,1668.0,79821.18,15.89,Kenya
16480,Maize,1997,24771,1668.0,79821.18,15.37,Kenya
16481,Maize,1997,24771,1668.0,79821.18,15.39,Kenya
16482,Maize,1997,24771,1668.0,79821.18,13.43,Kenya
16519,Maize,1998,24468,1668.0,79821.18,16.72,Kenya
16520,Maize,1998,24468,1668.0,79821.18,13.74,Kenya
16521,Maize,1998,24468,1668.0,79821.18,16.74,Kenya
16522,Maize,1998,24468,1668.0,79821.18,16.39,Kenya
16523,Maize,1998,24468,1668.0,79821.18,16.45,Kenya
16524,Maize,1998,24468,1668.0,79821.18,13.74,Kenya
16561,Maize,1999,24000,1668.0,79821.18,15.93,Kenya
16562,Maize,1999,24000,1668.0,79821.18,13.78,Kenya
16563,Maize,1999,24000,1668.0,79821.18,15.93,Kenya
16564,Maize,1999,24000,1668.0,79821.18,15.66,Kenya
16565,Maize,1999,24000,1668.0,79821.18,15.79,Kenya
16566,Maize,1999,24000,1668.0,79821.18,13.78,Kenya
16603,Maize,2000,24713,1668.0,79821.18,15.92,Kenya
16604,Maize,2000,24713,1668.0,79821.18,13.5,Kenya
16605,Maize,2000,24713,1668.0,79821.18,15.95,Kenya
16606,Maize,2000,24713,1668.0,79821.18,15.58,Kenya
16607,Maize,2000,24713,1668.0,79821.18,15.67,Kenya
16608,Maize,2000,24713,1668.0,79821.18,13.5,Kenya
16645,Maize,2001,25000,1668.0,78735.45,15.86,Kenya
16646,Maize,2001,25000,1668.0,78735.45,13.13,Kenya
16647,Maize,2001,25000,1668.0,78735.45,15.97,Kenya
16648,Maize,2001,25000,1668.0,78735.45,15.4,Kenya
16649,Maize,2001,25000,1668.0,78735.45,15.47,Kenya
16650,Maize,2001,25000,1668.0,78735.45,13.13,Kenya
16687,Maize,2002,24615,1668.0,70262.54,16.09,Kenya
16688,Maize,2002,24615,1668.0,70262.54,13.42,Kenya
16689,Maize,2002,24615,1668.0,70262.54,16.0,Kenya
16690,Maize,2002,24615,1668.0,70262.54,15.71,Kenya
16691,Maize,2002,24615,1668.0,70262.54,15.73,Kenya
16692,Maize,2002,24615,1668.0,70262.54,13.42,Kenya
16729,Maize,2004,25000,1668.0,64688.88,16.56,Kenya
16730,Maize,2004,25000,1668.0,64688.88,14.05,Kenya
16731,Maize,2004,25000,1668.0,64688.88,16.54,Kenya
16732,Maize,2004,25000,1668.0,64688.88,16.19,Kenya
16733,Maize,2004,25000,1668.0,64688.88,16.33,Kenya
16734,Maize,2004,25000,1668.0,64688.88,14.05,Kenya
16771,Maize,2005,25260,1668.0,63829.77,15.75,Kenya
16772,Maize,2005,25260,1668.0,63829.77,12.99,Kenya
16773,Maize,2005,25260,1668.0,63829.77,15.75,Kenya
16774,Maize,2005,25260,1668.0,63829.77,15.36,Kenya
16775,Maize,2005,25260,1668.0,63829.77,15.36,Kenya
16776,Maize,2005,25260,1668.0,63829.77,12.99,Kenya
16813,Maize,2006,25324,1668.0,65248.26,15.87,Kenya
16814,Maize,2006,25324,1668.0,65248.26,13.28,Kenya
16815,Maize,2006,25324,1668.0,65248.26,15.92,Kenya
16816,Maize,2006,25324,1668.0,65248.26,15.43,Kenya
16817,Maize,2006,25324,1668.0,65248.26,15.45,Kenya
16818,Maize,2006,25324,1668.0,65248.26,13.28,Kenya
16855,Maize,2007,25395,1668.0,61164.07,16.53,Kenya
16856,Maize,2007,25395,1668.0,61164.07,13.68,Kenya
16857,Maize,2007,25395,1668.0,61164.07,16.55,Kenya
16858,Maize,2007,25395,1668.0,61164.07,16.03,Kenya
16859,Maize,2007,25395,1668.0,61164.07,15.94,Kenya
16860,Maize,2007,25395,1668.0,61164.07,13.68,Kenya
16897,Maize,2008,25456,1668.0,58750.0,15.96,Kenya
16898,Maize,2008,25456,1668.0,58750.0,13.31,Kenya
16899,Maize,2008,25456,1668.0,58750.0,15.98,Kenya
16900,Maize,2008,25456,1668.0,58750.0,15.55,Kenya
16901,Maize,2008,25456,1668.0,58750.0,15.57,Kenya
16902,Maize,2008,25456,1668.0,58750.0,13.31,Kenya
16939,Maize,2009,25385,1668.0,60970.8,15.93,Kenya
16940,Maize,2009,25385,1668.0,60970.8,13.55,Kenya
16941,Maize,2009,25385,1668.0,60970.8,16.02,Kenya
16942,Maize,2009,25385,1668.0,60970.8,15.61,Kenya
16943,Maize,2009,25385,1668.0,60970.8,15.67,Kenya
16944,Maize,2009,25385,1668.0,60970.8,13.55,Kenya
16981,Maize,2010,25642,1668.0,55576.0,16.12,Kenya
16982,Maize,2010,25642,1668.0,55576.0,13.82,Kenya
16983,Maize,2010,25642,1668.0,55576.0,16.01,Kenya
16984,Maize,2010,25642,1668.0,55576.0,15.8,Kenya
16985,Maize,2010,25642,1668.0,55576.0,15.87,Kenya
16986,Maize,2010,25642,1668.0,55576.0,13.82,Kenya
17023,Maize,2011,25797,1668.0,51796.3,15.71,Kenya
17024,Maize,2011,25797,1668.0,51796.3,13.32,Kenya
17025,Maize,2011,25797,1668.0,51796.3,15.62,Kenya
17026,Maize,2011,25797,1668.0,51796.3,15.38,Kenya
17027,Maize,2011,25797,1668.0,51796.3,15.43,Kenya
17028,Maize,2011,25797,1668.0,51796.3,13.32,Kenya
17065,Maize,2012,26154,1668.0,54716.4,15.53,Kenya
17066,Maize,2012,26154,1668.0,54716.4,13.11,Kenya
17067,Maize,2012,26154,1668.0,54716.4,15.54,Kenya
17068,Maize,2012,26154,1668.0,54716.4,15.14,Kenya
17069,Maize,2012,26154,1668.0,54716.4,15.21,Kenya
17070,Maize,2012,26154,1668.0,54716.4,13.11,Kenya
17107,Maize,2013,27273,1668.0,52794.3,16.54,Kenya
17108,Maize,2013,27273,1668.0,52794.3,13.91,Kenya
17109,Maize,2013,27273,1668.0,52794.3,16.3,Kenya
17110,Maize,2013,27273,1668.0,52794.3,16.0,Kenya
17111,Maize,2013,27273,1668.0,52794.3,16.02,Kenya
17112,Maize,2013,27273,1668.0,52794.3,13.91,Kenya
17149,Maize,1992,31214,250.0,17182.0,6.2,Kenya
17150,Maize,1992,31214,250.0,17182.0,2.78,Kenya
17161,Maize,1993,32677,250.0,17182.0,5.51,Kenya
17162,Maize,1993,32677,250.0,17182.0,1.63,Kenya
17173,Maize,1994,22387,250.0,17182.0,6.04,Kenya
17174,Maize,1994,22387,250.0,17182.0,3.12,Kenya
17185,Maize,1995,19316,250.0,13535.0,6.53,Kenya
17186,Maize,1995,19316,250.0,13535.0,4.33,Kenya
17197,Maize,1996,16795,250.0,13047.0,5.98,Kenya
17198,Maize,1996,16795,250.0,13047.0,1.61,Kenya
17209,Maize,1997,18136,250.0,8112.0,7.53,Kenya
17210,Maize,1997,18136,250.0,8112.0,4.52,Kenya
17221,Maize,1998,26780,250.0,6416.14,6.94,Kenya
17222,Maize,1998,26780,250.0,6416.14,3.25,Kenya
17233,Maize,1999,30168,250.0,4720.28,7.09,Kenya
17234,Maize,1999,30168,250.0,4720.28,3.73,Kenya
17245,Maize,2000,33350,250.0,3024.42,7.26,Kenya
17246,Maize,2000,33350,250.0,3024.42,3.23,Kenya
17257,Maize,2001,37125,250.0,3007.26,7.23,Kenya
17258,Maize,2001,37125,250.0,3007.26,3.85,Kenya
17269,Maize,2002,41370,250.0,3361.84,7.4,Kenya
17270,Maize,2002,41370,250.0,3361.84,4.77,Kenya
17281,Maize,2004,44575,250.0,3802.92,7.52,Kenya
17282,Maize,2004,44575,250.0,3802.92,4.18,Kenya
17293,Maize,2005,41546,250.0,3666.62,7.07,Kenya
17294,Maize,2005,41546,250.0,3666.62,4.0,Kenya
17305,Maize,2006,46317,250.0,3926.27,7.65,Kenya
17306,Maize,2006,46317,250.0,3926.27,3.88,Kenya
17317,Maize,2007,45636,250.0,5575.89,7.78,Kenya
17318,Maize,2007,45636,250.0,5575.89,4.14,Kenya
17329,Maize,2008,44042,250.0,7044.9,7.25,Kenya
17330,Maize,2008,44042,250.0,7044.9,4.19,Kenya
17341,Maize,2009,47500,250.0,8716.14,6.77,Kenya
17342,Maize,2009,47500,250.0,8716.14,3.03,Kenya
17353,Maize,2010,48331,250.0,6283.85,6.96,Kenya
17354,Maize,2010,48331,250.0,6283.85,2.95,Kenya
17365,Maize,2011,49864,250.0,10656.6,6.54,Kenya
17366,Maize,2011,49864,250.0,10656.6,2.67,Kenya
17377,Maize,2012,51877,250.0,8674.58,6.07,Kenya
17378,Maize,2012,51877,250.0,8674.58,2.5,Kenya
17389,Maize,2013,52779,250.0,8738.38,8.71,Kenya
17390,Maize,2013,52779,250.0,8738.38,5.49,Kenya
17402,Maize,1990,16591,630.0,3469.0,15.94,Kenya
17412,Maize,1991,18321,630.0,3469.0,16.26,Kenya
17422,Maize,1992,17271,630.0,3469.0,16.34,Kenya
17432,Maize,1993,15549,630.0,3469.0,16.36,Kenya
17442,Maize,1994,20400,630.0,3469.0,16.58,Kenya
17452,Maize,1995,18759,630.0,4607.0,16.52,Kenya
17462,Maize,1996,14506,630.0,6344.0,16.44,Kenya
17472,Maize,1997,14713,630.0,5172.0,16.77,Kenya
17482,Maize,1998,16697,630.0,4114.0,16.53,Kenya
17492,Maize,1999,14817,630.0,3056.0,16.7,Kenya
17502,Maize,2000,14400,630.0,1998.0,16.73,Kenya
17512,Maize,2001,17012,630.0,1578.0,16.1,Kenya
17522,Maize,2002,15126,630.0,1578.0,16.61,Kenya
17532,Maize,2004,19293,630.0,1578.0,16.92,Kenya
17542,Maize,2005,16405,630.0,1578.0,17.28,Kenya
17552,Maize,2006,17197,630.0,1578.0,16.92,Kenya
17562,Maize,2007,18132,630.0,1578.0,16.6,Kenya
17572,Maize,2008,13925,630.0,1578.0,16.66,Kenya
17582,Maize,2009,12943,630.0,1578.0,17.3,Kenya
17592,Maize,2010,17251,630.0,1578.0,16.82,Kenya
17602,Maize,2011,15840,630.0,1578.0,16.9,Kenya
17612,Maize,2012,17366,630.0,1578.0,16.84,Kenya
17622,Maize,2013,16922,630.0,1578.0,16.91,Kenya
17673,Maize,1990,16910,661.0,1221.0,19.4,Kenya
17677,Maize,1991,17467,661.0,1221.0,19.31,Kenya
17681,Maize,1992,18715,661.0,1221.0,18.18,Kenya
17685,Maize,1993,18919,661.0,1221.0,19.14,Kenya
17689,Maize,1994,20288,661.0,1221.0,19.93,Kenya
17693,Maize,1995,23269,661.0,1221.0,19.35,Kenya
17697,Maize,1996,23461,661.0,1221.0,19.65,Kenya
17701,Maize,1997,31111,661.0,1816.0,18.99,Kenya
17705,Maize,1998,50000,661.0,1816.0,20.19,Kenya
17709,Maize,1999,57143,661.0,1816.0,20.25,Kenya
17713,Maize,2000,38889,661.0,1816.0,19.65,Kenya
17717,Maize,2001,43231,661.0,1816.0,20.29,Kenya
17721,Maize,2002,32435,661.0,1816.0,19.91,Kenya
17725,Maize,2004,60000,661.0,1816.0,19.72,Kenya
17729,Maize,2005,37778,661.0,1816.0,19.68,Kenya
17733,Maize,2006,29524,661.0,1816.0,19.59,Kenya
17737,Maize,2007,34444,661.0,1816.0,20.04,Kenya
17741,Maize,2008,37778,661.0,1816.0,20.24,Kenya
17745,Maize,2009,36210,661.0,1816.0,20.19,Kenya
17749,Maize,2010,37199,661.0,1816.0,21.26,Kenya
17753,Maize,2011,36468,661.0,1816.0,19.67,Kenya
17757,Maize,2012,36025,661.0,1816.0,20.19,Kenya
17761,Maize,2013,35621,661.0,1816.0,20.08,Kenya
17765,Maize,1990,11000,788.0,0.3,14.48,Kenya
17769,Maize,1991,5408,788.0,0.3,14.66,Kenya
17773,Maize,1992,5792,788.0,0.3,15.16,Kenya
17777,Maize,1993,8875,788.0,0.3,14.95,Kenya
17781,Maize,1994,8629,788.0,0.3,14.22,Kenya
17785,Maize,1995,8126,788.0,0.3,14.55,Kenya
17789,Maize,1996,12490,788.0,0.3,13.93,Kenya
17793,Maize,1997,9857,788.0,0.3,14.28,Kenya
